name,latitude,longitude
ПГ по приложни изкуства,41.56738,24.738375
СУ "Св. Климент Охридски",43.0510951,27.3431106
4 ЦДГ Слънчо,42.6266957,23.1955381
Бивше училище,42.0848264,22.7192344
77 ОУ „Кирил и Методий“,42.7195501,23.2211496
106 ОУ Григорий Цамблак,42.6990127,23.3813751
Св. Св. Кирил и Методий,42.990972,27.7986529
Бивше 87 ОУ „Васил Левски“,42.7475112,23.6039883
Основно училище "Св. Св. Кирил и Методий",41.8607107,23.1260119
Бивше училище,41.8242726,26.3641501
НСУ София,42.6786434,23.2515678
ОУ Христо Ботев,42.5660192,27.617917
училище Отец Паисий,41.9232233,25.9147849
Основно училище "Васил Левски",43.0032746,23.3443345
Бивше училище "Климент Охридски",41.5814643,22.9945122
ОУ Св. Св. Кирил и Методий,42.8979269,22.8602675
Пето основно училище,43.2723323,26.9103035
Климатично училище „Д-р Тота Венкова“,42.789542,25.2533163
ГПЧЕ Симеон Радев,42.6079563,23.0988812
СУ Темелко Ненков,42.6089374,23.0425289
СУ Христо Ботев,43.9918675,22.859393
Помощно училище "Васил Друмев",43.2622048,26.9374658
СУ "Максим Райкович",42.976543,25.4742245
СОУПНЕ Фридрих Шилер,43.8481654,25.9861538
Професионална гимназия по облекло и стопанско управление,42.2663995,23.1166841
Гео Милев,42.194375,25.0446041
ОУ Св. Климент Охридски,43.2763373,27.9664131
ОУ "Алеко Константинов",41.9335149,25.535505
155 ОУ Св. Св. Кирил и Методий,42.6825406,23.4641562
Отец Паисий,42.4928466,26.0039507
СОУ Трайко Симеонов,43.2766002,26.9064615
СОУ "Христо Смирненски",42.6577614,25.795936
VI СУ „св.св.Кирил и Методий“,42.5970927,23.0235894
ОУ "Св. Св. Кирил и Методий",44.0916536,22.9674922
Основно училище „Христо Ботев“,43.3585314,27.6725293
Основно училище „Никола Йонков Вапцаров“,41.567411,25.4091359
ОУ "Христо Ботев",41.5536474,23.7469763
Основно училище "Христо Ботев",42.8306568,23.9936417
Професионална гимназия по хранително-вкусови и химични технологии,42.2608239,23.1144701
Профилирана гимназия „Христо Ботев“,42.2664844,23.1184278
Основно училище „Евлоги Георгиев“,42.2679078,23.1240835
ОУ „Христаки Павлович“,42.2697115,23.1286452
Професионална гимназия по автотранспорт,42.2594,23.1216673
ТЕЕ "Мария Склодовска Кюри",42.6684031,26.3209704
ОУ „Св. Климент Охридски“,43.3538632,26.2295286
СУ "Панайот Волов",43.3131591,27.154771
ОУ "Никола Вапцаров",43.3509125,27.194112
ПГ по Селско Стопанство,43.3489298,27.1860772
Бивше училище,43.5412852,25.5845161
СОУ "Паисий Хилендарски",42.71677,24.137648
СУ „Проф. Д-р Асен Златаров“,43.9701397,22.8669744
Благоевградска професионална гимназия „Ичко Бойчев“,42.0189986,23.0809249
ОУ Васил Априлов,42.5042408,27.4738468
Професионална гимназия по лека промишленост "Владимир Димитров-Майстора",42.2905513,22.7001196
ОУ "Отец Паисий",41.9035126,25.0009272
ЦСОП „Д-р Петър Берон”,41.9378099,25.5376575
ОУ "Васил Левски",42.9779533,23.7280858
СГСАГ "Христо Ботев",42.6853256,23.3308535
II ОУ "Христо Ботев",42.6790118,26.3099186
СОУ "Д-р Иван  Селимински",42.6830696,26.3227938
ОУ Иван Вазов,42.8490833,22.9860227
175 ОУ Васил Левски,42.7844103,23.2745175
ОУ "Христо Ботев",43.5999185,27.2175475
ОУ Христо Ботев,43.8330352,22.660332
ОУ "Христо Ботев",42.9621215,24.0493481
ОУ "Любен Каравелов",42.9386595,24.0098322
ОУ „Св. Св. Кирил и Методий“,43.0287083,23.752411
ОУ Цани Гинчев,43.4688357,23.94704
СУ "Св. Св. Кирил и Методий",44.1509951,22.6411624
СУ "Климент Охридски",43.0487241,27.349175
ПМГ "Екзарх Антим I",43.9908281,22.8814555
200 ОУ Отец Паисий,42.6031533,23.4955859
Св. Св. Кирил и Методий,42.6327006,23.6872236
НУ "Св. Св. Кирил и Методий",41.8854131,23.4644256
Професионална гимназия по транспорт,42.2874602,24.1327408
ПГ Н. Й. Вапчаров,41.9467586,23.5600603
ПГТ "Александър Паскалев",41.9320141,25.5437183
СУ "Любен Каравелов",42.1504268,24.7600772
ОУ Христо Ботев,43.3473929,24.7950103
Спортно училище Г. Бенковски,43.4096507,24.6058827
ПГ ПО ОБЛЕКЛО "СТАНКА НИКОЛИЦА СПАСО-ЕЛЕНИНА",43.5258277,26.5111095
Любен Каравелов,42.659798,27.7205797
ОУ Отец Паисий,43.705841,27.2913657
Професионална гимназия по икономика и мениджмънт,42.201866,24.3255093
Възпитателно училище-интернат „Ангел Узунов“,41.9739444,24.0892611
British School of Sofia,42.6474112,23.3272147
Училище по туризъм,42.694495,27.7039632
Училище Христо Смирненски,41.9282707,25.8919009
СУ "Васил Левски",43.0300833,24.097679
Основно училище „Пейо Крачалов Яворов“,41.6468986,25.3657909
ОУ "Проф. Иван Батаклиев",42.1914933106032,24.330512375453896
Професионална гимназия по туризъм „Пенчо Семов",42.86340362312071,25.33154511039833
СОУ "Стоян Михайловски",42.127086856964716,24.725455098727394,
СОУ "Константин Величков",42.73473806893147,23.292887279387543
ПГ ИТOK "Екзюпери",42.16430495283618,24.739713225712055
СОУ "Никола Вапцаров",42.162506419592674, 24.7564733833843
22 СУ „Георги Ст. Раковски“,42.6848467521868,23.314445981554325
СУ "Летец Христо Топракчиев",42.7608048747371,23.205075296902297
44 СОУ "Неофит Бозвели", 42.70125590191261,23.36747858340833
4 ОУ "Христо Смирненски",42.66068106663574, 23.398960341078922
